0.965220027,0.775849185,0.983771463,0.799223206
0.96329252,0.721308079,0.990900496,0.800979329
0.953879258,0.689569209,0.983145216,0.748803275
0.961052855,0.664624102,0.991084958,0.758435309
0.961192266,0.667281315,0.991573259,0.763129174
0.958016123,0.678602566,0.988144801,0.7588308
0.959007152,0.671066596,0.987965631,0.749490684
0.953327676,0.733629223,0.974009437,0.730080275
0.962389381,0.725290752,0.9832992,0.757617188
0.964841193,0.700729121,0.988527232,0.766386758
0.959301127,0.695622736,0.985227398,0.753709308
0.95845254,0.745559846,0.978571666,0.756028545
0.957697903,0.672432499,0.988609377,0.756583307
0.965201843,0.762866889,0.982999377,0.779970872
0.959128379,0.801431354,0.971284104,0.737299361
0.965171536,0.715887349,0.989912349,0.787759022
0.959543581,0.728242137,0.980867769,0.752406566
0.964453267,0.744147797,0.983411012,0.768380102
0.973860468,0.83540974,0.986384171,0.841326784
0.965250333,0.802060581,0.978203765,0.772454852
0.961513971,0.726580554,0.984394634,0.766944736
